id,title,genres,release_year
112942,"Life Is to Whistle","",1998
90974,"The Light at the Edge of the World","Adventure",1971
29402,"Mr. Sardonicus","Horror",1961
29396,"Strait-Jacket","Drama,Horror,Thriller",1964
15028,"Clockstoppers","Adventure,Family,Science Fiction,Thriller",2002
9275,"Death to Smoochy","Comedy,Crime,Drama,Thriller",2002
4547,"Panic Room","Crime,Drama,Thriller",2002
14635,"The Rookie","Drama,Family",2002
29135,"No Such Thing","Comedy,Fantasy,Drama",2001
1791,"The Piano Teacher","Drama,Romance",2001
184835,"Teddy Bears' Picnic","",2002
41756,"30 YEARS TO LIFE","Comedy,Romance,Drama",2003
35651,"Time Out","Drama",2001
62956,"Very Annie Mary","Comedy",2001
116904,"Bar Girls","Romance",1994
22784,"Boxcar Bertha","Crime,Drama,Romance,Thriller",1972
40814,"Crimes of Passion","Romance,Drama,Thriller,Horror,Crime",1984
53426,"The Evil That Men Do","Adventure,Crime,Thriller,Action",1984
24585,"Fraternity Vacation","Comedy,Romance",1985
17990,"Impromptu","Drama,Comedy,Music,Romance",1991
129542,"Salmonberries","Drama,Foreign",1991
5678,"The Wrong Guys","Action,Comedy",1988
11560,"High Crimes","Drama,Mystery,Thriller,Crime",2002
11452,"National Lampoon’s Van Wilder","Comedy,Romance",2002
18435,"Crush","Romance,Comedy,Drama",2001
35944,"Lucky Break","Action,Comedy",2001
64310,"Les Destinées sentimentales","Drama,Romance,Foreign",2000
25501,"After Dark, My Sweet","Crime,Drama,Mystery",1990
26851,"The Atomic Cafe","Documentary,History",1982
17487,"Body and Soul","Drama",1947
34276,"First Men in the Moon","Adventure,Science Fiction",1964
548,"Rashomon","Crime,Drama,Mystery",1950
11590,"Slap Shot","Drama,Comedy",1977
1537,"Changing Lanes","Action,Adventure,Crime,Thriller",2002
12149,"Frailty","Drama,Thriller,Crime",2001
44373,"New Best Friend","Drama,Thriller,Mystery",2002
11812,"The Sweetest Thing","Romance,Comedy",2002
35080,"The Cat's Meow","Drama,Mystery,Thriller",2001
441,"Human Nature","Drama,Comedy",2001
8346,"My Big Fat Greek Wedding","Comedy,Drama,Romance",2002
14168,"3:10 to Yuma","Drama,Western",1957
32617,"Bite the Bullet","Action,Western,Adventure",1975
31671,"Breakout","Action,Adventure,Thriller",1975
2565,"Joe Versus the Volcano","Fantasy,Comedy,Science Fiction,Romance",1990
307,"Rome, Open City","Drama,History",1945
15482,"Return of the Killer Tomatoes!","Comedy,Horror,Science Fiction",1988
45878,"Return to Horror High","Drama,Horror,Comedy",1987
6393,"Taking Care of Business","Comedy",1990
12154,"Three Men and a Baby","Family,Comedy,Drama",1987
11630,"Three Men and a Little Lady","Comedy,Family",1990
25133,"Transylvania 6-5000","Comedy,Horror",1985
21970,"The Watcher in the Woods","Fantasy,Horror,Science Fiction,Thriller",1980
11892,"Murder by Numbers","Crime,Drama,Thriller",2002
9334,"The Scorpion King","Action,Fantasy,Adventure",2002
36093,"Behind the Sun","Drama,Foreign",2001
35694,"Chelsea Walls","Drama",2002
10491,"Enigma","Mystery,Drama,Thriller,Romance,War",2001
70054,"Girls Can't Swim","Drama",2000
18323,"Joshua","Drama",2002
18079,"Nine Queens","Crime,Drama,Thriller",2000
110989,"Spooky House","Adventure,Family,Mystery",2004
35337,"The Triumph of Love","Comedy,Drama,Romance",2001
59199,"World Traveler","Drama",2002
11470,"Jason X","Horror,Science Fiction",2001
16643,"Life or Something Like It","Comedy,Drama,Romance",2002
1282,"Dogtown and Z-Boys","Documentary",2001
21220,"Frank McKlusky, C.I.","Action,Comedy,Mystery,Thriller",2002
52717,"In Praise of Love","Drama",2001
69324,"Rain","Drama,Foreign,Romance",2001
11468,"Salton Sea","Crime,Drama,Mystery,Thriller",2002
292917,"Some Body","Drama",2001
19085,"Vulgar","Drama,Horror,Thriller,Crime",2000
73462,"The Aviator","Drama,Adventure,Romance",1985
26030,"Bob le Flambeur","Drama,Action,Crime",1956
10164,"Cadillac Man","Comedy,Drama",1990
42048,"The Coca-Cola Kid","Comedy,Drama,Romance",1985
62001,"Cuba","Action,Drama,Romance,Thriller,Adventure,War",1979
28117,"Delirious","Fantasy,Comedy,Romance",1991
40555,"Full Moon in Blue Water","Drama,Romance",1988
28384,"Husbands and Wives","Romance,Comedy,Drama",1992
46691,"Joe","Drama",1970
27094,"Lenny","Drama",1974
26725,"Nomads","Thriller,Horror,Mystery",1986
17168,"The Temp","Drama,Mystery,Thriller",1993
48482,"Thief of Hearts","Crime,Drama,Romance,Thriller",1984
56179,"Triumph of the Spirit","Drama",1989
5203,"Wild Orchid","Drama,Romance",1989
13201,"Deuces Wild","Action,Crime,Drama,Romance",2002
9689,"Hollywood Ending","Comedy,Drama",2002
557,"Spider-Man","Fantasy,Action",2002
69850,"The Mystic Masseur","Drama",2001
44768,"Warm Water Under a Red Bridge","Drama,Romance",2001
1815,"The Big Sleep","Drama,Action,Thriller,Crime,Mystery",1978
55106,"Butterflies Are Free","Comedy,Romance",1972
28289,"Cactus Flower","Comedy,Romance",1969
32037,"The Cassandra Crossing","Drama,Thriller",1976
39154,"The Giant Spider Invasion","Horror,Science Fiction",1975
24767,"Iron Will","Adventure,Drama,Family",1994
33796,"Mountains of the Moon","Action,Adventure,Drama,History",1990
32221,"Rambling Rose","Drama",1991
28466,"The Survivors","Drama,Comedy",1983
12227,"White Fang","Action,Adventure,Drama,Family",1991
43643,"White Fang 2: Myth of the White Wolf","Action,Adventure,Drama,Family",1994
10985,"The New Guy","Comedy,Family",2002
2251,"Unfaithful","Thriller,Drama",2002
2894,"The Lady and the Duke","War,Drama,History",2001
20712,"Whore","Drama",1991
11240,"My Beautiful Laundrette","Romance,Drama,Comedy",1985
46592,"Ballad of a Soldier","Drama,Romance,War",1959
45186,"Big Bad Mama","Action,Comedy,Crime,Drama",1974
86483,"Big Bad Mama II","Action,Comedy,Crime",1987
5425,"Beyond the Darkness","Horror",1979
14117,"Calamity Jane","Action,Western,Music",1953
38360,"The Cranes Are Flying","Drama,Romance,War",1957
29318,"Devil Doll","Horror",1964
28907,"The Harvey Girls","Western,Drama,Comedy,Music",1946
39771,"The Lady in Red","Action,Thriller",1979
245,"About a Boy","Drama,Comedy,Romance",2002
1894,"Star Wars: Episode II - Attack of the Clones","Adventure,Action,Science Fiction",2002
4012,"The Believer","Drama",2001
9026,"The Importance of Being Earnest","Comedy,Drama,History,Romance",2002
42193,"The Charge of the Light Brigade","Action,Adventure,Drama,History,War",1968
15417,"Every Which Way But Loose","Action,Adventure,Comedy,Romance",1978
11791,"The Hound of the Baskervilles","Horror,Thriller,Mystery",1959
28577,"I Want to Live!","Crime,Drama",1958
13963,"The Last Waltz","Documentary,Music",1978
23102,"The Pride and the Passion","Action,Adventure,Drama,Romance",1957
1957,"Enough","Drama,Thriller",2002
320,"Insomnia","Crime,Mystery,Thriller",2002
9023,"Spirit: Stallion of the Cimarron","Western,Animation,Adventure,Comedy,Family",2002
27834,"CQ","Comedy,Drama,Science Fiction",2001
17734,"Thirteen Conversations About One Thing","Drama",2001
24010,"Bus Stop","Drama,Romance,Comedy",1956
39435,"Cowboy","Western",1958
24005,"Don't Bother to Knock","Drama,Thriller",1952
44800,"The Gambler","Drama,Crime",1974
24014,"Let's Make Love","Comedy,Romance",1960
24008,"Monkey Business","Comedy,Romance",1952
53229,"Requiem for a Heavyweight","Drama",1962
1936,"River of No Return","Adventure,Western",1954
4614,"The Sum of All Fears","Thriller,Action,Drama",2002
12277,"Undercover Brother","Action,Comedy",2002
267345,"The Diaries of Vaslav Nijinsky","Drama",2002
112991,"The Sleepy Time Gal","Drama",2001
15677,"84 Charing Cross Road","Drama,Romance",1987
58455,"Dakota","Western",1945
36554,"The Desert Rats","Action,Adventure,Drama",1953
48216,"Season's Beatings","Drama,Comedy",1999
41165,"Nora","Drama",2000
13153,"Rapid Fire","Action,Thriller",1992
811,"Silent Running","Adventure,Drama,Science Fiction",1972
43532,"Summer Holiday","Music,Romance",1963
163907,"The Villain","Comedy,Western",1979
7216,"Zombie Holocaust","Horror",1980
3132,"Bad Company","Action,Adventure,Comedy,Thriller",2002
9583,"Divine Secrets of the Ya-Ya Sisterhood","Comedy,Drama,Romance",2002
18408,"Cherish","Comedy,Drama,Mystery,Thriller",2002
13245,"Atanarjuat: The Fast Runner","Fantasy,Drama",2002
2501,"The Bourne Identity","Action,Drama,Mystery,Thriller",2002
9637,"Scooby-Doo","Mystery,Adventure,Comedy",2002
12100,"Windtalkers","Drama,Action,History,War",2002
16857,"The Dangerous Lives of Altar Boys","Comedy,Drama",2002
52258,"The Emperor's New Clothes","Comedy,Drama,Family,Foreign,Romance",2001
10394,"Gangster No. 1","Action,Drama,Thriller",2000
27451,"Harvard Man","Drama",2001
15813,"Dark Blue World","Action,Drama,War",2001
31591,"Bad Company","Western,Drama",1972
18905,"Caveman","Comedy,Adventure",1981
14774,"Cheech & Chong's The Corsican Brothers","Comedy",1984
4993,"5 Card Stud","Action,Western,Thriller",1968
27052,"For a Lost Soldier","Drama,Romance,War",1992
34130,"Goin' South","Comedy,Western",1978
38950,"Hero and the Terror","Drama,Action,Thriller,Crime",1988
17898,"Silver Bullet","Horror",1985
21635,"Sorry, Wrong Number","Drama,Thriller",1948
27945,"Hombre","Action,Drama,Western",1967
43139,"The Horse's Mouth","Comedy",1958
30194,"The Manhattan Project","Science Fiction,Thriller",1986
10169,"Men at Work","Comedy,Crime",1990
27225,"S.O.B.","Comedy",1981
13909,"She Wore a Yellow Ribbon","Western",1949
103299,"Traces of Red","Drama,Action,Thriller,Crime,Mystery",1992
41805,"V.I. Warshawski","Action,Adventure,Drama,Mystery,Thriller",1991
35696,"Juwanna Mann","Comedy,Drama",2002
11544,"Lilo & Stitch","Animation,Family",2002
180,"Minority Report","Action,Thriller,Science Fiction,Mystery",2002
9555,"Rabbit-Proof Fence","Adventure,Drama,Action,History",2002
57022,"Sunshine State","Drama",2002
17710,"Hey Arnold! The Movie","Animation,Family",2002
2022,"Mr. Deeds","Comedy,Romance",2002
50035,"Lovely & Amazing","Comedy,Drama,Romance",2001
9719,"Pumpkin","Comedy,Drama,Romance",2002
11982,"Look Who's Talking Now!","Romance,Comedy,Family",1993
27224,"Lost in Yonkers","Drama",1993
12251,"Mo' Money","Action,Comedy,Thriller,Crime,Romance",1992
88818,"The Object of Beauty","Drama,Comedy,Crime,Foreign",1991
30114,"Wagons East!","Adventure,Comedy,Western",1994
70489,"Zebrahead","Drama,Romance",1992
21972,"Like Mike","Comedy,Drama,Family,Fantasy",2002
608,"Men in Black II","Action,Adventure,Comedy,Science Fiction",2002
59387,"The Powerpuff Girls Movie","Animation,Action,Family",2002
26290,"Me Without You","Drama",2001
17043,"The Crocodile Hunter: Collision Course","Family,Action,Adventure",2002
6278,"Reign of Fire","Adventure,Action,Fantasy",2002
4147,"Road to Perdition","Thriller,Crime,Drama",2002
16664,"All About Lily Chou-Chou","Comedy,Drama,Foreign,Romance",2001
14651,"My Wife Is an Actress","Drama,Comedy,Romance",2001
96238,"Never Again","Comedy,Romance",2002
15096,"20 Million Miles to Earth","Science Fiction",1957
19731,"Grand Theft Auto","Action,Comedy,Crime",1977
20324,"The Importance of Being Earnest","Romance,Comedy,Drama",1952
49370,"Perfect","Drama,Romance",1985
14902,"1776","Drama,Comedy,History,Music",1972
42254,"Fox and His Friends","Crime,Drama,Romance",1975
1842,"The Legend of Boggy Creek","Mystery,Horror,Drama",1972
2721,"Z","Drama,History,Thriller",1969
11442,"Halloween: Resurrection","Horror,Thriller",2002
1364,"Sex and Lucia","Drama,Romance",2001
8869,"Eight Legged Freaks","Action,Comedy,Horror,Thriller",2002
8665,"K-19: The Widowmaker","Drama,History,Thriller",2002
10996,"Stuart Little 2","Family,Adventure,Animation,Comedy",2002
818,"Austin Powers in Goldmember","Comedy,Crime,Science Fiction",2002
18357,"The Country Bears","Adventure,Comedy,Family",2002
29047,"The Kid Stays in the Picture","Documentary",2002
45861,"Happy Times","Drama,Comedy",2000
39141,"Tadpole","Comedy,Drama,Romance",2002
33152,"Who Is Cletis Tout?","Action,Comedy,Crime",2001
149445,"Harry and Walter Go To New York","Crime,Comedy",1976
10309,"The Merchant of Four Seasons","Drama",1971
6404,"Nosferatu the Vampyre","Drama,Horror",1979
19133,"The Big Bus","Action,Comedy",1976
43199,"The Eddy Duchin Story","Drama,Music,Romance",1956
43915,"Fathom","Action,Comedy,Drama",1967
24130,"In Like Flint","Action,Adventure,Comedy",1967
43445,"La Terra Trema","Drama",1948
36645,"Modesty Blaise","Action,Comedy,Thriller",1966
5155,"Ossessione","Crime,Drama,Romance",1943
23728,"Our Man Flint","Adventure,Comedy,Fantasy,Science Fiction",1966
3780,"Red Beard","Drama",1965
10786,"Robin and Marian","Action,Adventure,Drama,Romance",1976
8764,"Top Secret!","Comedy",1984
13908,"The Master of Disguise","Comedy,Family",2002
2675,"Signs","Drama,Thriller,Science Fiction,Mystery",2002
12308,"The Last Kiss","Comedy,Drama,Romance",2001
9488,"Spy Kids 2: The Island of Lost Dreams","Action,Adventure,Family",2002
9962,"The Good Girl","Drama,Comedy,Romance",2002
9573,"Blood Work","Crime,Drama,Mystery,Thriller",2002
7451,"xXx","Action,Adventure,Thriller",2002
2750,"24 Hour Party People","Comedy,Drama",2002
30586,"Biggie and Tupac","Documentary",2002
61112,"The Château","Comedy",2001
92384,"Trois 2: Pandora's Box","Drama,Thriller,Romance,Foreign",2004
43772,"Secret Ballot","Comedy",2001
20337,"Martin Lawrence Live: Runteldat","Comedy",2002
27062,"Lan Yu","Drama,Foreign,Romance",2001
34070,"Songs from the Second Floor","Drama,Comedy",2000
6173,"Read My Lips","Drama,Thriller,Crime,Romance",2001
10305,"Merci pour le Chocolat","Drama,Crime,Mystery",2000
42337,"Beau Pere","Drama,Romance",1981
18694,"Change of Habit","Drama,Music,Romance",1969
74578,"A Matter of Taste","Drama,Foreign",2000
10081,"The Principal","Action,Adventure,Crime,Drama",1987
11484,"Rollerball","Adventure,Action,Science Fiction",1975
11692,"The Adventures of Pluto Nash","Action,Comedy,Science Fiction",2002
9266,"Blue Crush","Adventure",2002
3640,"Mostly Martha","Romance,Drama,Comedy",2001
8653,"The Isle","Drama,Thriller",2000
30072,"Possession","Drama,Mystery,Romance",2002
9357,"One Hour Photo","Horror,Thriller",2002
12771,"Serving Sara","Comedy,Romance",2002
9296,"S1m0ne","Comedy,Drama,Science Fiction",2002
15070,"Undisputed","Action,Adventure,Drama,Thriller",2002
26942,"Amy's Orgasm","Comedy,Romance",2001
206042,"Children on Their Birthdays","Comedy,Family,Romance",2002
26895,"Hush!","Drama,Foreign",2001
60608,"How I Killed My Father","Drama,Foreign",2001
146231,"Hybrid","",2000
97447,"Satin Rouge","Music,Drama",2002
11243,"The Care Bears Movie","Adventure,Fantasy,Animation,Comedy,Science Fiction,Family",1985
19975,"Care Bears Movie II: A New Generation","Adventure,Animation,Family",1986
10323,"Clash of the Titans","Adventure,Fantasy,Family",1981
9595,"Hot Shots!","Action,Comedy,War",1991
28319,"Nightmare City","Horror",1980
46878,"The Swarm","Action,Drama,Horror,Science Fiction",1978
24750,"Time After Time","Adventure,Drama,Comedy,Science Fiction,Thriller",1979
31393,"The Unearthly","Science Fiction,Horror",1957
24038,"976-EVIL","Horror",1988
79783,"Camilla","Adventure,Drama,Comedy,Family",1994
9941,"Down and Out in Beverly Hills","Comedy",1986
18639,"Flaming Star","Action,Drama,Romance,Western",1960
39833,"Love Me Tender","Drama,Action,Western,Music,Romance",1956
32858,"The Return of the Vampire","Horror",1943
3127,"The Revenge of Frankenstein","Horror,Science Fiction",1958
10859,"Stakeout","Action,Comedy,Romance",1987
32825,"Wild in the Country","Drama,Romance",1961
10725,"Wolfen","Drama,Horror",1981
9544,"FearDotCom","Horror,Thriller",2002
23967,"Slap Her... She's French","Comedy",2002
57351,"Love and a Bullet","Action,Thriller",2002
26165,"Mad Love","Drama,History,Romance,Foreign",2001
31514,"À Nous la Liberté","Comedy",1931
13571,"True Colors","Drama",1991
26056,"Snipes","Drama,Thriller",2001
13536,"City By The Sea","Crime,Drama,Mystery",2002
20616,"Swimfan","Drama,Thriller",2002
96218,"Heartbreak Hospital","Comedy,Romance",2002
79319,"The Incubus","Horror",1982
16806,"Johnny Dangerously","Action,Comedy,Thriller,Crime",1984
15516,"The Last House on the Left","Horror,Thriller",1972
9299,"Thesis","Horror,Thriller",1996
113369,"The Pinochet Case","Documentary,Foreign",2001
10611,"Barbershop","Comedy,Drama",2002
12770,"Stealing Harvard","Action,Comedy,Drama",2002
4108,"The Transporter","Action,Crime,Thriller",2002
55903,"Betty Fisher and Other Stories","Drama,Thriller,Crime,Foreign",2001
46466,"The Children of the Century","Drama,Romance",1999
9685,"Igby Goes Down","Comedy,Drama",2002
87481,"Quitting","Drama,Foreign",2001
16370,"Aspen Extreme","Drama",1993
18913,"Betsy's Wedding","Comedy",1990
14361,"Captain Ron","Action,Adventure,Comedy,Family",1992
41021,"The Devil Bat","Crime,Horror,Mystery",1940
18943,"Ernest Goes to Jail","Comedy,Family",1990
32685,"Ernest Scared Stupid","Horror,Comedy,Family",1991
64079,"The Gypsy Moths","Romance,Drama,Action",1969
18477,"The Hills Have Eyes Part II","Horror",1984
12262,"The Hills Have Eyes","Horror",1977
33506,"Indian Summer","Comedy,Drama",1993
29515,"The Mack","Drama",1973
41582,"Monkey Trouble","Comedy,Family",1994
50382,"Monster in the Closet","Horror",1986
42633,"No Way to Treat a Lady","Comedy,Thriller",1968
26680,"Shock Waves","Horror",1977
34086,"Spaced Invaders","Comedy,Family,Science Fiction",1990
11504,"Suburban Commando","Action,Comedy,Family,Science Fiction",1991
23470,"Surf Ninjas","Action,Adventure,Comedy,Family",1993
977,"Tabu","Adventure,Drama,Romance",1931
233,"The Wanderers","Drama",1979
19049,"The Yearling","Drama,Family",1946
5506,"The Ladykillers","Comedy,Crime",1955
32961,"The Lavender Hill Mob","Comedy,Crime",1951
32568,"The Man in the White Suit","Comedy,Drama",1951
29698,"Ratcatcher","Drama",1999
22244,"Society","Comedy,Drama,Horror",1989
19460,"Son of the Bride","Comedy,Drama,Romance",2001
575,"The Experiment","Drama,Thriller",2001
10550,"Ballistic: Ecks vs. Sever","Action,Adventure,Thriller",2002
9034,"The Banger Sisters","Comedy,Drama",2002
9093,"The Four Feathers","War,Adventure,Drama,Romance",2002
9039,"Trapped","Action,Crime,Drama,Thriller",2002
1958,"8 Women","Comedy,Thriller,Music,Crime,Mystery",2002
23550,"His Secret Life","Drama",2001
68569,"Invincible","Drama,War",2001
318535,"The Mesmerist","Horror",2002
11013,"Secretary","Comedy,Drama,Romance",2002
129,"Spirited Away","Fantasy,Adventure,Animation,Family",2001
54714,"The Trials of Henry Kissinger","Documentary",2002
11529,"Sweet Home Alabama","Comedy,Romance",2002
10771,"The Tuxedo","Thriller,Action,Comedy,Science Fiction",2002
38951,"Charly","Comedy,Drama",2002
55018,"Crazy As Hell","Horror,Thriller",2002
44635,"Just a Kiss","Comedy,Romance",2002
31005,"Moonlight Mile","Romance,Drama",2002
72308,"Shanghai Ghetto","Documentary",2002
50123,"Skins","Action,Drama",2002
2110,"Wasabi","Drama,Action,Comedy",2001
15173,"Jonah: A VeggieTales Movie","Action,Adventure,Animation,Comedy,Family,Fantasy,Romance",2002
9533,"Red Dragon","Crime,Thriller,Horror",2002
38866,"Between Strangers","Drama",2002
4107,"Bloody Sunday","Action,Adventure,Drama,History",2002
10575,"Heaven","Drama,Thriller,Romance,Crime",2002
47500,"Pipe Dream","Comedy,Romance",2002
15720,"The Man from Elysian Fields","Drama,Romance",2001
9260,"Welcome to Collinwood","Comedy",2002
21828,"Flirting","Drama,Romance",1991
1682,"Mothra vs. Godzilla","Fantasy,Science Fiction,Action,Adventure",1964
39462,"Godzilla's Revenge","Fantasy,Science Fiction,Family",1969
18983,"Godzilla, King of the Monsters!","Science Fiction,Horror",1956
41971,"The Moderns","Drama,Comedy",1988
33831,"The Onion Field","Crime,Drama",1979
24348,"Powaqqatsi","Documentary,Drama,Music",1988
19140,"The Pride of the Yankees","Drama,Family",1942
82545,"Texasville","Drama,Romance",1990
37606,"Valmont","Drama,Romance",1989
34600,"Ernest Goes to Africa","Comedy,Family",1997
39128,"Ernest In The Army","Comedy,Family",1998
11868,"Horror of Dracula","Horror",1958
12921,"Strange Brew","Comedy",1983
19953,"The Incredible Mr. Limpet","Animation,Comedy,Family,Fantasy,Science Fiction",1964
53049,"Claire of the Moon","Drama,Romance",1992
10772,"Django","Action,Western",1966
77079,"Django Strikes Again","Western",1987
74899,"The Fan","Drama,Horror,Thriller",1981
120694,"Festival in Cannes","Drama,Comedy",2001
12719,"Flashback","Action,Comedy,Crime",1990
25001,"Hanky Panky","Mystery,Action,Comedy,Crime",1982
43438,"The Rocking Horse Winner","Drama",1949
3092,"Seance on a Wet Afternoon","Thriller,Drama,Crime",1964
4989,"Shamus","Mystery,Thriller",1973
15313,"The Wrong Guy","Action,Comedy",1997
12590,"Below","Thriller,Horror,Mystery",2002
37964,"Brown Sugar","Comedy,Romance",2002
7501,"Knockaround Guys","Crime,Thriller",2001
1809,"The Rules of Attraction","Comedy,Drama,Romance",2002
13768,"Tuck Everlasting","Drama,Family,Fantasy,Romance,Science Fiction",2002
10994,"White Oleander","Drama",2002
1430,"Bowling for Columbine","Documentary",2002
19973,"Comedian","Comedy,Documentary",2002
40815,"On Guard","Drama,Adventure",1997
12600,"Pokémon 4Ever: Celebi - Voice of the Forest","Adventure,Fantasy,Animation,Science Fiction,Family",2001
8051,"Punch-Drunk Love","Comedy,Drama,Romance",2002
70443,"Safe Conduct","War,Drama,History",2002
12779,"Swept Away","Comedy,Romance",2002
146269,"The Young Unknowns","Drama",2000
15992,"Abandon","Drama,Mystery,Thriller",2002
1613,"The 51st State","Thriller,Action,Comedy,Crime",2001
565,"The Ring","Horror,Mystery",2002
14112,"Auto Focus","Drama,Crime",2002
41324,"Fidel: The Untold Story","Documentary",2001
15192,"The Grey Zone","Drama,War",2001
49872,"Hansel & Gretel","Comedy,Family,Fantasy",2002
21925,"Naqoyqatsi","Documentary,Drama,Music,Thriller",2002
30309,"Real Women Have Curves","Comedy,Drama",2002
16646,"Russian Ark","Mystery,Drama,Fantasy,History",2002
37288,"Take Care of My Cat","Drama",2001
20861,"Tully","Drama",2000
12647,"Billy Bathgate","Drama,Action,Thriller,Crime",1991
12477,"Grave of the Fireflies","Animation,Drama,War",1988
10285,"Jason Goes to Hell: The Final Friday","Fantasy,Horror,Thriller",1993
19403,"The Mechanic","Action,Crime,Thriller",1972
11009,"Saturday Night Fever","Drama,Music",1977
10805,"Staying Alive","Drama,Action,Music,Romance",1983
40064,"To the Devil a Daughter","Horror",1976
17496,"Urban Cowboy","Drama,Romance",1980
40969,"Terror Train","Horror,Thriller",1980
76411,"Times Square","Drama,Music",1980
5917,"Tom Horn","Action,Drama,Western",1980
31278,"The Pumaman","Science Fiction,Action",1980
33670,"Up the Academy","Comedy",1980
47942,"When Time Ran Out...","Action,Adventure,Drama,Thriller",1980
33076,"Wholly Moses","Comedy",1980
44932,"Without Warning","Horror,Science Fiction",1980
15668,"Xanadu","Fantasy,Music,Romance",1980
30709,"...All the Marbles","Action,Comedy,Drama,Romance",1981
19429,"Absence of Malice","Drama,Romance,Thriller",1981
140413,"All Night Long","Comedy,Romance",1981
21294,"The Amateur","Action,Crime,Thriller",1981
11340,"Banana Joe","Action,Comedy",1982
42142,"Marianne and Juliane","",1981
11644,"Blow Out","Drama,Mystery,Thriller",1981
33721,"The Boogens","Horror",1981
36133,"Buddy Buddy","Comedy",1981
24124,"The Burning","Horror,Thriller",1981
34697,"Butterfly","Crime,Drama",1982
8691,"Cannibal Ferox","Adventure,Horror",1981
53922,"Carbon Copy","Comedy",1981
66592,"Charlie Chan and the Curse of the Dragon Queen","Comedy,Mystery,Thriller",1981
6399,"A Friend Is a Treasure","Action,Adventure,Comedy",1981
25773,"The Chosen","Drama",1981
19123,"Knock on Wood","Comedy,Crime,Adventure",1981
26560,"Continental Divide","Comedy,Romance",1981
36220,"The Creature Wasn't Nice","Comedy,Horror",1983
225,"Man of Iron","Drama,History",1981
24274,"Dead & Buried","Horror,Mystery",1981
33016,"Deadly Blessing","Horror,Mystery,Thriller",1981
26444,"Death Hunt","Action,Drama",1981
19114,"Endless Love","Romance,Drama",1981
17205,"Enter the Ninja","Crime,Action,Drama",1981
24740,"The Entity","Horror,Mystery,Thriller",1982
10863,"Eye of the Needle","Action,Drama,Romance,Thriller",1981
31679,"Eyewitness","Action,Mystery,Thriller",1981
15900,"Faces of Death II","Horror,Documentary",1981
12237,"Faces of Death","Documentary,Horror",1978
15901,"Faces of Death III","Horror,Documentary",1985
15902,"Faces of Death IV","Horror,Documentary",1990
15904,"Faces of Death VI","",1996
97251,"Faces of Death: Fact or Fiction?","Horror,Documentary",1999
12579,"The Woman Next Door","Romance,Drama",1981
85058,"First Monday in October","Comedy,Drama",1981
23668,"Fort Apache, the Bronx","Crime,Drama",1981
70971,"Four Friends","Drama,Romance",1981
25113,"The Four Seasons","Comedy,Drama,Romance",1981
28893,"Galaxy of Terror","Action,Adventure,Horror,Science Fiction",1981
11646,"Gallipoli","Adventure,Drama,History,War",1981
5062,"The Inquisitor","Crime,Drama,Mystery,Thriller",1981
24634,"Ghost Story","Drama,Horror,Thriller",1981
75963,"Going Ape!","Comedy",1981
16124,"Goodbye Pork Pie","Adventure,Comedy",1981
21764,"Gregory's Girl","Comedy,Romance",1981
22435,"Who Pulled the Plug?","Comedy",1981
42149,"The Hand","Drama,Horror,Thriller",1981
37936,"Happy Birthday to Me","Drama,Horror,Thriller,Mystery",1981
73247,"Heartbeeps","Comedy,Romance,Family",1981
38255,"Historien om Kim Skov","",1981
46364,"Inseminoid","Foreign,Horror,Science Fiction,Thriller",1981
27016,"Ladies and Gentlemen, the Fabulous Stains","Drama,Thriller,Music",1982
35685,"Lady Chatterley's Lover","Drama,Romance",1981
38665,"The Legend of the Lone Ranger","Action,Adventure,Romance,Western",1981
265,"Lili Marleen","War,Drama,Romance",1981
2264,"Lola","Romance,Drama",1981
21874,"Looker","Science Fiction,Thriller",1981
41394,"The Looney, Looney, Looney Bugs Bunny Movie","Animation,Comedy,Family",1981
47957,"Madman","Thriller,Horror",1982
31407,"Teddy Bear","Comedy,Foreign",1981
16471,"Modern Problems","Comedy",1981
63443,"Modern Romance","Comedy,Romance",1981
22171,"Ms .45","Crime,Drama,Horror,Thriller",1981
39874,"My Bloody Valentine","Thriller,Horror,Mystery",1981
25468,"My Dinner with André","Comedy,Drama",1981
19507,"Neighbors","Comedy",1981
29072,"Night of the Zombies","Horror",1981
75596,"The Night the Lights Went Out in Georgia","Drama,Music",1981
42146,"Only When I Laugh","Comedy,Drama",1981
17450,"Pennies from Heaven","Drama,Music,Romance",1981
47886,"Pieces","Horror,Mystery",1982
31646,"Piranha Part Two: The Spawning","Horror",1981
14269,"Polyester","Comedy",1981
41280,"Private Lessons","Romance,Comedy",1981
1672,"The Professional","Action,Adventure,Thriller",1981
35935,"Derrida","Documentary",2002
9645,"Ghost Ship","Horror,Mystery,Thriller",2002
9012,"Jackass: The Movie","Documentary,Comedy",2002
13098,"Paid in Full","Action,Crime,Drama",2002
13440,"The Truth About Charlie","Mystery,Thriller",2002
12454,"All or Nothing","Comedy,Drama",2002
31668,"All The Queen's Men","Action,Comedy,Drama,History",2001
41645,"Food of Love","Drama,Romance,Foreign",2002
1360,"Frida","Drama,Romance",2002
13441,"Roger Dodger","Comedy,Drama",2002
45767,"Time Changer","Comedy,Drama,Family,Science Fiction",2002
14626,"Beau Travail","Drama",2000
48155,"The Big Knife","Drama",1955
12208,"Casino Royale","Adventure,Action,Comedy",1967
